cve_entidad,desc_entidad,cve_municipio,desc_municipio,id_indicador,indicador,año,valor,unidad_medida
32,Zacatecas,0,Estatal,1002000007,Porcentaje de población de 60 y más años,2005,9.9,No especificada
32,Zacatecas,0,Estatal,1002000007,Porcentaje de población de 60 y más años,2010,10.3,No especificada
32,Zacatecas,0,Estatal,1002000007,Porcentaje de población de 60 y más años,2015,11.0807372551702,No especificada
32,Zacatecas,0,Estatal,1002000007,Porcentaje de población de 60 y más años,2020,12.3299059421828,No especificada
32,Zacatecas,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,1995,8,No especificada
32,Zacatecas,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,2000,8.9,No especificada
32,Zacatecas,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,2005,10,No especificada
32,Zacatecas,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,2010,10.3,No especificada
32,Zacatecas,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,2015,5.38408785664215,No especificada
32,Zacatecas,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,2020,12.173017220977,No especificada
32,Zacatecas,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,1995,7.8,No especificada
32,Zacatecas,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2000,8.6,No especificada
32,Zacatecas,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2005,9.7,No especificada
32,Zacatecas,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2010,10.3,No especificada
32,Zacatecas,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2015,5.696649398528,No especificada
32,Zacatecas,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2020,12.479235405155,No especificada
32,Zacatecas,0,Estatal,1002000010,Edad mediana,1995,20,Años
32,Zacatecas,0,Estatal,1002000010,Edad mediana,2000,21,Años
32,Zacatecas,0,Estatal,1002000010,Edad mediana,2005,23,Años
32,Zacatecas,0,Estatal,1002000010,Edad mediana,2010,25,Años
32,Zacatecas,0,Estatal,1002000010,Edad mediana,2015,25.73886,Años
32,Zacatecas,0,Estatal,1002000010,Edad mediana,2020,28,Años
32,Zacatecas,0,Estatal,1002000011,Edad mediana hombres,1995,19,Años
32,Zacatecas,0,Estatal,1002000011,Edad mediana hombres,2000,20,Años
32,Zacatecas,0,Estatal,1002000011,Edad mediana hombres,2005,22,Años
32,Zacatecas,0,Estatal,1002000011,Edad mediana hombres,2010,24,Años
32,Zacatecas,0,Estatal,1002000011,Edad mediana hombres,2020,27,Años
32,Zacatecas,0,Estatal,1002000012,Edad mediana mujeres,1995,20,Años
32,Zacatecas,0,Estatal,1002000012,Edad mediana mujeres,2000,22,Años
32,Zacatecas,0,Estatal,1002000012,Edad mediana mujeres,2005,24,Años
32,Zacatecas,0,Estatal,1002000012,Edad mediana mujeres,2010,25,Años
32,Zacatecas,0,Estatal,1002000012,Edad mediana mujeres,2020,29,Años
32,Zacatecas,0,Estatal,1002000014,Población en hogares censales,1995,ND,Personas
32,Zacatecas,0,Estatal,1002000014,Población en hogares censales,2000,1345318,Personas
32,Zacatecas,0,Estatal,1002000014,Población en hogares censales,2005,1354637,Personas
32,Zacatecas,0,Estatal,1002000014,Población en hogares censales,2010,1475699,Personas
32,Zacatecas,0,Estatal,1002000014,Población en hogares censales,2015,1579209,Personas
32,Zacatecas,0,Estatal,1002000014,Población en hogares censales,2020,1617376,Personas
32,Zacatecas,0,Estatal,1002000015,Población en hogares familiares,1995,ND,Personas
32,Zacatecas,0,Estatal,1002000015,Población en hogares familiares,2000,1323188,Personas
32,Zacatecas,0,Estatal,1002000015,Población en hogares familiares,2005,1328040,Personas
32,Zacatecas,0,Estatal,1002000015,Población en hogares familiares,2010,1440456,Personas
32,Zacatecas,0,Estatal,1002000015,Población en hogares familiares,2020,1560587,Personas
32,Zacatecas,0,Estatal,1002000016,Población en hogares no familiares,1995,ND,Personas
32,Zacatecas,0,Estatal,1002000016,Población en hogares no familiares,2000,21529,Personas
32,Zacatecas,0,Estatal,1002000016,Población en hogares no familiares,2005,26036,Personas
32,Zacatecas,0,Estatal,1002000016,Población en hogares no familiares,2010,34059,Personas
32,Zacatecas,0,Estatal,1002000016,Población en hogares no familiares,2020,55004,Personas
32,Zacatecas,0,Estatal,1002000018,Hogares censales,1995,ND,Hogares censales
32,Zacatecas,0,Estatal,1002000018,Hogares censales,2000,307698,Hogares censales
32,Zacatecas,0,Estatal,1002000018,Hogares censales,2005,330371,Hogares censales
32,Zacatecas,0,Estatal,1002000018,Hogares censales,2010,372662,Hogares censales
32,Zacatecas,0,Estatal,1002000018,Hogares censales,2015,418850,Hogares censales
32,Zacatecas,0,Estatal,1002000018,Hogares censales,2020,442623,Hogares censales
32,Zacatecas,0,Estatal,1002000019,Hogares con jefatura masculina,1995,ND,Hogares
32,Zacatecas,0,Estatal,1002000019,Hogares con jefatura masculina,2000,248616,Hogares
32,Zacatecas,0,Estatal,1002000019,Hogares con jefatura masculina,2005,264167,Hogares
32,Zacatecas,0,Estatal,1002000019,Hogares con jefatura masculina,2010,294077,Hogares
32,Zacatecas,0,Estatal,1002000019,Hogares con jefatura masculina,2015,318819,Hogares
32,Zacatecas,0,Estatal,1002000019,Hogares con jefatura masculina,2020,319557,Hogares
32,Zacatecas,0,Estatal,1002000020,Hogares con jefatura femenina,1995,ND,Hogares
32,Zacatecas,0,Estatal,1002000020,Hogares con jefatura femenina,2000,59082,Hogares
32,Zacatecas,0,Estatal,1002000020,Hogares con jefatura femenina,2005,66204,Hogares
32,Zacatecas,0,Estatal,1002000020,Hogares con jefatura femenina,2010,78585,Hogares
32,Zacatecas,0,Estatal,1002000020,Hogares con jefatura femenina,2015,100031,Hogares
32,Zacatecas,0,Estatal,1002000020,Hogares con jefatura femenina,2020,123066,Hogares
32,Zacatecas,0,Estatal,1002000021,Tamaño promedio de los hogares censales,1995,ND,Personas
32,Zacatecas,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2000,4.37,Personas
32,Zacatecas,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2005,4.1,Personas
32,Zacatecas,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2010,3.96,Personas
32,Zacatecas,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2015,3.8,Personas
32,Zacatecas,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2020,3.65407129769578,Personas
32,Zacatecas,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,1995,ND,Personas
32,Zacatecas,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2000,4.58,Personas
32,Zacatecas,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2005,4.31,Personas
32,Zacatecas,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2010,4.15,Personas
32,Zacatecas,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2020,3.83415165369558,Personas
32,Zacatecas,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,1995,ND,Personas
32,Zacatecas,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2000,3.5,Personas
32,Zacatecas,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2005,3.28,Personas
32,Zacatecas,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2010,3.24,Personas
32,Zacatecas,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2020,3.18646904912811,Personas
32,Zacatecas,0,Estatal,1002000024,Relación hombres-mujeres,1910,98,Hombres por cada 100 mujeres
32,Zacatecas,0,Estatal,1002000024,Relación hombres-mujeres,1921,95.7,Hombres por cada 100 mujeres
32,Zacatecas,0,Estatal,1002000024,Relación hombres-mujeres,1930,97.7,Hombres por cada 100 mujeres
32,Zacatecas,0,Estatal,1002000024,Relación hombres-mujeres,1940,100.2,Hombres por cada 100 mujeres
32,Zacatecas,0,Estatal,1002000024,Relación hombres-mujeres,1950,99.8,Hombres por cada 100 mujeres
32,Zacatecas,0,Estatal,1002000024,Relación hombres-mujeres,1960,101.9,Hombres por cada 100 mujeres
32,Zacatecas,0,Estatal,1002000024,Relación hombres-mujeres,1970,100,Hombres por cada 100 mujeres
32,Zacatecas,0,Estatal,1002000024,Relación hombres-mujeres,1990,95.6,Hombres por cada 100 mujeres
32,Zacatecas,0,Estatal,1002000024,Relación hombres-mujeres,1995,96.27,Hombres por cada 100 mujeres
32,Zacatecas,0,Estatal,1002000024,Relación hombres-mujeres,2000,93.37,Hombres por cada 100 mujeres
32,Zacatecas,0,Estatal,1002000024,Relación hombres-mujeres,2005,93.08,Hombres por cada 100 mujeres
32,Zacatecas,0,Estatal,1002000024,Relación hombres-mujeres,2010,95.17,Hombres por cada 100 mujeres
32,Zacatecas,0,Estatal,1002000024,Relación hombres-mujeres,2015,95.243441,Hombres por cada 100 mujeres
32,Zacatecas,0,Estatal,1002000024,Relación hombres-mujeres,2020,95.184338451172,Hombres por cada 100 mujeres
32,Zacatecas,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2000,91.9595928337999,Porcentaje
32,Zacatecas,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2010,93.89,Porcentaje
32,Zacatecas,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2015,94.861692765848,Porcentaje
32,Zacatecas,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2020,96.0714642403287,Porcentaje
32,Zacatecas,0,Estatal,1002000050,Tasa de alfabetización de las personas de 15 a 24 años,2000,97.5,Tasa
32,Zacatecas,0,Estatal,1002000050,Tasa de alfabetización de las personas de 15 a 24 años,2010,98.98509,Tasa
32,Zacatecas,0,Estatal,1002000050,Tasa de alfabetización de las personas de 15 a 24 años,2020,99.122109001422,Tasa
32,Zacatecas,0,Estatal,1002000055,Población de edad no especificada,1990,3095,Personas
32,Zacatecas,0,Estatal,1002000055,Población de edad no especificada,1995,2205,Personas
32,Zacatecas,0,Estatal,1002000055,Población de edad no especificada,2000,8530,Personas
32,Zacatecas,0,Estatal,1002000055,Población de edad no especificada,2005,10915,Personas
32,Zacatecas,0,Estatal,1002000055,Población de edad no especificada,2010,13218,Personas
32,Zacatecas,0,Estatal,1002000055,Población de edad no especificada,2020,1858,Personas
32,Zacatecas,0,Estatal,1002000056,Población de edad no especificada. Hombres,1990,1496,Personas
32,Zacatecas,0,Estatal,1002000056,Población de edad no especificada. Hombres,1995,1010,Personas
32,Zacatecas,0,Estatal,1002000056,Población de edad no especificada. Hombres,2000,4280,Personas
32,Zacatecas,0,Estatal,1002000056,Población de edad no especificada. Hombres,2005,5480,Personas
32,Zacatecas,0,Estatal,1002000056,Población de edad no especificada. Hombres,2010,6608,Personas
32,Zacatecas,0,Estatal,1002000056,Población de edad no especificada. Hombres,2020,917,Personas
32,Zacatecas,0,Estatal,1002000057,Población de edad no especificada. Mujeres,1990,1599,Personas
32,Zacatecas,0,Estatal,1002000057,Población de edad no especificada. Mujeres,1995,1195,Personas
32,Zacatecas,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2000,4250,Personas
32,Zacatecas,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2005,5435,Personas
32,Zacatecas,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2010,6610,Personas
32,Zacatecas,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2020,941,Personas
32,Zacatecas,0,Estatal,1002000058,Población de 0 a 4 años,1990,172330,Personas
32,Zacatecas,0,Estatal,1002000058,Población de 0 a 4 años,1995,160610,Personas
32,Zacatecas,0,Estatal,1002000058,Población de 0 a 4 años,2000,156356,Personas
32,Zacatecas,0,Estatal,1002000058,Población de 0 a 4 años,2005,143830,Personas
32,Zacatecas,0,Estatal,1002000058,Población de 0 a 4 años,2010,152037,Personas
32,Zacatecas,0,Estatal,1002000058,Población de 0 a 4 años,2020,151745,Personas
32,Zacatecas,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,1990,87473,Personas
32,Zacatecas,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,1995,81928,Personas
32,Zacatecas,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2000,79468,Personas
32,Zacatecas,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2005,73032,Personas
32,Zacatecas,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2010,77320,Personas
32,Zacatecas,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2020,76563,Personas
32,Zacatecas,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,1990,84857,Personas
32,Zacatecas,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,1995,78682,Personas
32,Zacatecas,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2000,76888,Personas
32,Zacatecas,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2005,70798,Personas
32,Zacatecas,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2010,74717,Personas
32,Zacatecas,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2020,75182,Personas
32,Zacatecas,0,Estatal,1002000061,Población de 10 a 14 años,1990,184782,Personas
32,Zacatecas,0,Estatal,1002000061,Población de 10 a 14 años,1995,173536,Personas
32,Zacatecas,0,Estatal,1002000061,Población de 10 a 14 años,2000,171383,Personas
32,Zacatecas,0,Estatal,1002000061,Población de 10 a 14 años,2005,156277,Personas
32,Zacatecas,0,Estatal,1002000061,Población de 10 a 14 años,2010,152154,Personas
32,Zacatecas,0,Estatal,1002000061,Población de 10 a 14 años,2020,151355,Personas
32,Zacatecas,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,1990,92729,Personas
32,Zacatecas,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,1995,87970,Personas
32,Zacatecas,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2000,86962,Personas
32,Zacatecas,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2005,79335,Personas
32,Zacatecas,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2010,77052,Personas
32,Zacatecas,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2020,76912,Personas
32,Zacatecas,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,1990,92053,Personas
32,Zacatecas,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,1995,85566,Personas
32,Zacatecas,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2000,84421,Personas
32,Zacatecas,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2005,76942,Personas
32,Zacatecas,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2010,75102,Personas
32,Zacatecas,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2020,74443,Personas
32,Zacatecas,0,Estatal,1002000064,Población de 100 años y más,1990,273,Personas
32,Zacatecas,0,Estatal,1002000064,Población de 100 años y más,1995,192,Personas
32,Zacatecas,0,Estatal,1002000064,Población de 100 años y más,2000,260,Personas
32,Zacatecas,0,Estatal,1002000064,Población de 100 años y más,2005,267,Personas
32,Zacatecas,0,Estatal,1002000064,Población de 100 años y más,2010,253,Personas
32,Zacatecas,0,Estatal,1002000064,Población de 100 años y más,2020,239,Personas
32,Zacatecas,0,Estatal,1002000065,Población de 100 años y más. Hombres,1990,100,Personas
32,Zacatecas,0,Estatal,1002000065,Población de 100 años y más. Hombres,1995,74,Personas
32,Zacatecas,0,Estatal,1002000065,Población de 100 años y más. Hombres,2000,110,Personas
32,Zacatecas,0,Estatal,1002000065,Población de 100 años y más. Hombres,2005,99,Personas
32,Zacatecas,0,Estatal,1002000065,Población de 100 años y más. Hombres,2010,102,Personas
32,Zacatecas,0,Estatal,1002000065,Población de 100 años y más. Hombres,2020,102,Personas
32,Zacatecas,0,Estatal,1002000066,Población de 100 años y más. Mujeres,1990,173,Personas
32,Zacatecas,0,Estatal,1002000066,Población de 100 años y más. Mujeres,1995,118,Personas
32,Zacatecas,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2000,150,Personas
32,Zacatecas,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2005,168,Personas
32,Zacatecas,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2010,151,Personas
32,Zacatecas,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2020,137,Personas
32,Zacatecas,0,Estatal,1002000067,Población de 15 a 19 años,1990,158599,Personas
32,Zacatecas,0,Estatal,1002000067,Población de 15 a 19 años,1995,159590,Personas
32,Zacatecas,0,Estatal,1002000067,Población de 15 a 19 años,2000,145464,Personas
32,Zacatecas,0,Estatal,1002000067,Población de 15 a 19 años,2005,145349,Personas
32,Zacatecas,0,Estatal,1002000067,Población de 15 a 19 años,2010,150499,Personas
32,Zacatecas,0,Estatal,1002000067,Población de 15 a 19 años,2020,141208,Personas
32,Zacatecas,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,1990,77277,Personas
32,Zacatecas,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,1995,77607,Personas
32,Zacatecas,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2000,69249,Personas
32,Zacatecas,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2005,70292,Personas
32,Zacatecas,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2010,75169,Personas
32,Zacatecas,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2020,70860,Personas
32,Zacatecas,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,1990,81322,Personas
32,Zacatecas,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,1995,81983,Personas
32,Zacatecas,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2000,76215,Personas
32,Zacatecas,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2005,75057,Personas
32,Zacatecas,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2010,75330,Personas
32,Zacatecas,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2020,70348,Personas
32,Zacatecas,0,Estatal,1002000070,Población de 20 a 24 años,1990,114990,Personas
32,Zacatecas,0,Estatal,1002000070,Población de 20 a 24 años,1995,126861,Personas
32,Zacatecas,0,Estatal,1002000070,Población de 20 a 24 años,2000,119820,Personas
32,Zacatecas,0,Estatal,1002000070,Población de 20 a 24 años,2005,112509,Personas
32,Zacatecas,0,Estatal,1002000070,Población de 20 a 24 años,2010,131079,Personas
32,Zacatecas,0,Estatal,1002000070,Población de 20 a 24 años,2020,130238,Personas
32,Zacatecas,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,1990,52525,Personas
32,Zacatecas,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,1995,59278,Personas
32,Zacatecas,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2000,53411,Personas
32,Zacatecas,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2005,50280,Personas
32,Zacatecas,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2010,62008,Personas
32,Zacatecas,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2020,63289,Personas
32,Zacatecas,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,1990,62465,Personas
32,Zacatecas,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,1995,67583,Personas
32,Zacatecas,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2000,66409,Personas
32,Zacatecas,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2005,62229,Personas
32,Zacatecas,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2010,69071,Personas
32,Zacatecas,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2020,66949,Personas
32,Zacatecas,0,Estatal,1002000073,Población de 25 a 29 años,1990,84807,Personas
32,Zacatecas,0,Estatal,1002000073,Población de 25 a 29 años,1995,98409,Personas
32,Zacatecas,0,Estatal,1002000073,Población de 25 a 29 años,2000,101757,Personas
32,Zacatecas,0,Estatal,1002000073,Población de 25 a 29 años,2005,99137,Personas
32,Zacatecas,0,Estatal,1002000073,Población de 25 a 29 años,2010,107817,Personas
32,Zacatecas,0,Estatal,1002000073,Población de 25 a 29 años,2020,117673,Personas
32,Zacatecas,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,1990,38980,Personas
32,Zacatecas,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,1995,45720,Personas
32,Zacatecas,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,2000,46340,Personas
32,Zacatecas,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,2005,44095,Personas
32,Zacatecas,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,2010,50416,Personas
32,Zacatecas,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,2020,55905,Personas
32,Zacatecas,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,1990,45827,Personas
32,Zacatecas,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,1995,52689,Personas
32,Zacatecas,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,2000,55417,Personas
32,Zacatecas,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,2005,55042,Personas
32,Zacatecas,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,2010,57401,Personas
32,Zacatecas,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,2020,61768,Personas
32,Zacatecas,0,Estatal,1002000076,Población de 30 a 34 años,1990,70196,Personas
32,Zacatecas,0,Estatal,1002000076,Población de 30 a 34 años,1995,84527,Personas
32,Zacatecas,0,Estatal,1002000076,Población de 30 a 34 años,2000,91476,Personas
32,Zacatecas,0,Estatal,1002000076,Población de 30 a 34 años,2005,97454,Personas
32,Zacatecas,0,Estatal,1002000076,Población de 30 a 34 años,2010,105427,Personas
32,Zacatecas,0,Estatal,1002000076,Población de 30 a 34 años,2020,114442,Personas
32,Zacatecas,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,1990,32770,Personas
32,Zacatecas,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,1995,39772,Personas
32,Zacatecas,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,2000,41919,Personas
32,Zacatecas,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,2005,45183,Personas
32,Zacatecas,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,2010,49237,Personas
32,Zacatecas,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,2020,53586,Personas
32,Zacatecas,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,1990,37426,Personas
32,Zacatecas,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,1995,44755,Personas
32,Zacatecas,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,2000,49557,Personas
32,Zacatecas,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,2005,52271,Personas
32,Zacatecas,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,2010,56190,Personas
32,Zacatecas,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,2020,60856,Personas
32,Zacatecas,0,Estatal,1002000079,Población de 35 a 39 años,1990,58426,Personas
32,Zacatecas,0,Estatal,1002000079,Población de 35 a 39 años,1995,73092,Personas
32,Zacatecas,0,Estatal,1002000079,Población de 35 a 39 años,2000,79770,Personas
32,Zacatecas,0,Estatal,1002000079,Población de 35 a 39 años,2005,89531,Personas
32,Zacatecas,0,Estatal,1002000079,Población de 35 a 39 años,2010,101327,Personas
32,Zacatecas,0,Estatal,1002000079,Población de 35 a 39 años,2020,104728,Personas
32,Zacatecas,0,Estatal,1002000080,Población de 35 a 39 años. Hombres,1990,27669,Personas
